Station	station
evangelischen	evangelical; evangelicals
Niederlage	defeat; discomfiture
Bernhard	
besitzen	to have (had, had); to own; to possess
römisch	Roman
Europäische	
Schmidt	
lieber	dear; rather
Zeitraum	period; space; space of time
Records	
Südosten	southeast
Bibliothek	library
Bundesrepublik	
Sport	sport
Wesentlichen	
verstehen	to apprehend; to get; to make out; to understand; understanding; to understand {understood, understood}
Stellung	ambassadorship; attitude; condition; emplacement; job; position; posture; stance; standung; status
Ehefrau	wife
ergibt	results; results in
anhand	
polnischen	
dein	thine; thy; your
Vandalismus	
spanischen	
Air	
Schiffe	ships
übersetzt	compiled; translated; translates
modernen	
betrachtet	considered; contemplates; looks at
engl	
Admins	
vgl	
beschreibt	describes
Anwendung	application; use
politisch	political; politically
andererseits	on the other hand
Wissenschaften	sciences
Formen	sculpt; shape; to forge; to form; molding
Untersuchungen	analysis; inquests; inquisitions; physicals; scrutinies
Information	
gelegentlich	casual; casually; eventually; incidental; occasional; occasionally; once in a while
älteren	
Henry	
wodurch	by what; whereby
Monaten	
ergänzt	complements; completes; ekes
sprechen	to speak {spoke, spoken} (about)
Films	
Tat	did; act; action; deed; feats
Kontakt	contact; pin
schaffen	to create; to get
gemeint	meant
Schleswig	
Mehrheit	majority; plurality
Bach	brook; rivulet; runnel; stream
geschaffen	created
Bürger	bourgeois; burgess; burgesses; burgher; citizen; citizens; commoner; townsman; townsmen
sicherlich	surely
Ortes	
schlecht	amiss; bad; bad (worse, worst); badly; ill; unpalatable
Ferner	again; against; also; farther; further; moreover
gelegenen	
Island	Iceland (is)
Chor	choir; chorally; chorus
unteren	
Start	activation; blastoff; boot; departure; kickoff; start; starting
vierten	
Menge	amount; assemblage; crowd; deal; heap; host; lot; mass; multitude; plenty; quantity; quantum; quiverful
begonnen	begun
östlichen	
Angriff	aggression; assault; attack; charge; offence; offense; onset; onslaught; whammy
persönlich	in person; personal; personally; private
Dissertation	
Körper	body; systemic; bodies
Edition	
Einheit	device; oneness; unit; unity
entsteht	accrues; comes into being; originates
französischer	
herausgegeben	released
diskutiert	discusses
gegründeten	
Häuser	houses
Wettbewerb	bee; competition; contest
Pfarrkirche	parish church
zeigte	showed
with	
entstehen	to accrue; to arise; to come into being; to come into existence; to develop
setzen	bed; to put; to set {set, set}; to stick; to superimpose; to lay {laid, laid}; placement
Regisseur	director; stage director
Kommission	commission
Auswahl	choice; choosing; eligibility; range; selection; variety
Leistungen	
Top	
Rückkehr	comeback; return; returning
Live	
aktuellen	
gewonnen	gained; won; yielded
kurzen	
zugeordnet	accessed; assigned to
eigenes	
behandelt	discusses; handled; handles; medicates; treated; treats
Bern	
großes	
Verhältnis	proportion; rate; ratio; relationship
Sänger	singer; singers; songster; songsters; vocalist
zunehmend	increasing; increasingly; incrementally
nochmal	
th	
bot	
Music	
erstellt	created
Energie	energy; power
erhielten	
deutschsprachigen	
Theologie	theology
Chemie	chemistry
Sicherheit	certainty; certitude; certitudes; immunity; safeness; safety; secureness; security
Konzept	concept; rough draft
möglichst	as possible
unterscheiden	distinguish; to discern; to discriminate
North	
ebenda	
Status	state; status
angesehen	faced; looked; respected
Besuch	visit; visitation
erhält	conceives; obtains; preserves; receives
Fenster	window; windows
ungefähr	about; approximately; around; peradventure; rather; roughly; similarly
Lebens	
Tom	
Institute	
Australien	Australia (au)
html	
Parteien	parties
Inneren	
by	
Villa	mansion; villa
Gebiete	territories; tracts
South	
trifft	hits; meets
verwenden	to apply; to appropriate; to employ
abgesehen	apart from
reichen	to hand
Grenzen	limits; to abut; borders; boundaries; frontiers
anfangs	at the beginning; in the beginning; initial; primary
Fran	
Blue	
geändert	altered; changed; modified
Antrag	motion; offer; proposal
Teams	
Königs	
Spitze	cusp; dig (at); nib; peak; pike; pinnacle; top
österreichischer	
nahmen	
kleinere	
zuständig	competent
irgendwie	anyhow; anyway; anywise; somehow; somehow or other; someway
belegen	to allocate; to engage; to occupy; to reserve; to seize; to use
öffentlich	public; publicly
Definition	definition
Abitur	school leaving examination
besaß	owned; possessed
nächste	closest; nearest; next
History	
Rede	address; monologue; oration; speech
Architektur	architecture
manche	many a; some
Pfarrer	minister; pastor
Objekte	objects
Luft	air
Kreuz	cross
technische	physical; technical
japanischen	
Ausdruck	arithmetic expression; expression; hard copy; printout; routine; term; verbalism
Prinzip	principle
Diskussionen	discussions
sowas	
ursprünglichen	
sur	
verlegt	mislaid; mislays; misplaces
länger	longer
Szene	scene
Chicago	
Ausnahme	exception; exception
blieben	
Turnier	
nationale	national
Herkunft	birth; fountain; parentage; provenance; sources
Tübingen	
bist	
Lehre	apprenticeship; doctrine; egalitarianism; teachings; tenet
Theodor	
nominiert	nominates
Don	thu
genauso	
Ausbau	upgrading
Parlament	parliament
bezieht	correlates
Variante	variant
aktuell	current; newsworthy; topical; topically; up to date
Pierre	
soweit	as far as
Flughafen	aerodrome; airdrome; airport
House	
bestritt	contested; controverted; denied; impugned
Material	blurb; material; matter
gekommen	came
Standort	habitat; location; position
gemeinsamen	
from	
Beispiele	examples
griechischen	
Helmut	
anlässlich	on the occasion of
Tode	
Mädchen	colleen; girl; girls; lass; lassie; maid; maids; wench; wenches
bo	
Ansicht	display; mind; view
verstanden	understood
Kanada	Canada (ca)
deiner	
Dieter	
Söhne	sons
Versionen	versions
erinnert	remembered; remembers; reminds
Argumente	arguments
Elemente	elements
mittleren	
Website	
Rainer	
Prozess	action; case; lawsuit; litigation; process; trial
Formel	formula
Heft	book
Kriterien	criteria; criterions
starke	
Teilnahme	attendance; concern; participation
Darmstadt	
berichtet	refered; referred; refers; related; relates; reported; reports
Aussagen	statements; to predicate; to reveal
Science	
rote	
spätere	
Reise	travelller; journey; travel; voyage
Meer	ocean; sea
ändern	to alter; to amend; to change; to modify
vertrat	represented
Vereine	associations; clubs
ausgebaut	
stimmt	attunes; tunes; votes
Free	
bestätigt	activated; affirmed; confirmed; confirms; countersigns; probates; ratifies; validates
Herausgeber	anthologist; editors; publishers
Herbert	
geplant	planned; projected
existieren	to exist
Star	starling
Holz	lumber; wood
Matthiasb	
Angeles	
miteinander	together; with each other
Orgel	organ
Salzburg	
abgeschlossen	completed
errichtete	founded
Fakultät	faculty
solcher	such
Werken	
erlaubt	allowed; allows; permits; permitted; unprohibited
entfernen	to dislodge; to eliminate; to remove; to take out; to unplug
Struktur	fabric; pattern; structure; texture; structural
Erwähnung	mention
dortigen	
Prag	Prague
Mitgliedern	
meinem	
Gegner	adversaries; adversary; antis; deprecator; objector; objectors; opponent; opposer
schwarzen	blacks
Zug	draught; lineament; strain; traction; tractive; train; trait; tug
Bewohner	denizen; denizens; dweller; dwellers; inhabitant; inhabiters; occupant; residents
Original	orginal; original; orignal; original; raw
Industrie	industry
ha	
egal	
Pflanzen	to plant; vegetable; vegetables
Jakob	
Städten	
verhindern	to circumvent; to forestall; to impede; to prevent
User	
weshalb	wherefore; why
Änderung	alteration; change; modification; mutation; revision
Xqbot	
Licht	light
Rand	boarder; border; brim; brink; edge; fringe; margin; rim; side; verge; surrounding
Argument	argument; argument
Verbreitung	diffusion; diffusiveness; dispersiveness; distribution; divulgation; divulgence; propagation
Frankfurter	
ausreichend	adequate; sufficing
Landtag	
einiger	
aufgestellt	
läuft	runs
Morgen	tomorrow; acre; morning
nennen	to name
Kassel	
üblich	conventional; customary; normal; ordinary; traditional; usual
starken	
Gericht	court; dish
zentrale	center; central; centrally; pivotally; central office
Förderung	advancement; delivery; furtherance; promotion
verschiedener	
Figuren	figures; physiques
Brüder	brethren; brothers
Grafschaft	county; shire
nieder	down; low
vorwiegend	main; mainly
Lieder	ballads; songs
Wolf	wolf
Vereinigung	amalgamation; association; coalescence; coalition; consortium; federation; incorporation; union
früh	early; soon
Sieger	vanquisher; vanquishers; victor; victors; winner; winners
Ritter	chevalier; knight
Julius	
Schrift	font; script; scripture
Veröffentlichungen	publications
entscheiden	adjudicate; make up your mind; to clinch; to conclude; to decide; to determine
Oxford	
Regiment	regiment
Figur	figure
Indien	India (in)
Durchmesser	diameter
offizielle	officially
Erich	
unbedingt	absolute; imperative; implicitly; unconditional; without fail
Aufnahmen	receptions; recordings
genannte	
jüdische	
Boot	boat
eigener	
Silber	argent; silver
fließt	flows
Blau	blue
bezeichnete	asterisked; denominated; designated
Sendung	broadcasting; consignment; mailings; mission; remittance; [Am.] shipment
Konrad	
angenommen	accepted; adopted; adoptive; assumed; assuming; assumptive; imbibed; suppositional
entschieden	peremptorily; peremptory; resolutely
verfasste	penned
helfen	to aid; to assist; to avail; to help; to lend a hand; to second
Schauspielerin	actress
Türkei	Turkey (tr)
it	
nix	
Hall	
style	
Video	video
solange	so long as
Feld	array; field; pad
Herstellung	creation; fabrication; make; making; production
geschützt	proprietary; protected; safe; trademarked
Grünen	
erstreckt	extends
eins	one; unity
bisherigen	
staatlichen	
Journal	daily ledger; journal
Hotel	hotel
Presse	
sperren	barricade; to ban; to inhibit; to interlock
versuchen	to attempt; to tempt; to try
unsere	ours
aufgebaut	built
Treffer	hit; hits; strike
Zweck	aim; end; intention; object; purpose
Einheiten	chunks; units
traf	met
ältesten	
vorgesehen	
Hersteller	fabricator; manufacturer; producer
letztlich	lately
erklären	to account for; to declare; to explain; to expound; to give an account of; to meld; to profess; to state
Ausland	foreign countries
Bewertung	appraisal; assessment; benchmark; benchmark test; estimation; evaluation; rating; valuation; weighing; weighting
Sankt	
Studenten	students; undergraduates
Marine	merchant marine; merchant navy; naval
fallen	to drop; to fall; to fall {fell, fallen}; to impinge (on); traps; tumble; halyards; pitfalls; traps
klassischen	
kennt	knows
Erfolge	successes
Einrichtung	arrangement; constitution; establishment; feature; installation; institution; setup
Kalifornien	
Fotos	photos
hierzu	
hoher	
Hektar	hectare
angebracht	advisable; apposite; appropriate; expedient
Vergangenheit	foretime; past; yesterdays
aktuelle	
bestehenden	
hl	
evangelische	
ba	
British	
Züge	lineaments; rifling; trains; traits
gelesen	read
nachgewiesen	
ff	
Listen	guiles; listings; stratagems; wiles
ausgestattet	appareled; endowed; equipped; furnished; outfitted
Standard	standard; preset
Widerstand	resisted; withstood; opposition; resistance; resistor
Komponist	composer
Millimeter	millimeter; millimetre
Untersuchung	assay; examination; exploration; inquest; inquisition; investigation; scrutiny; test; trial
Arzt	doctor; physician
Super	
späten	
getrennt	apart; detachedly; disassociated; disconnected; disconnectedly; disjoined; dissociated; isolated; seceded; separate; separated; separately; severed
besetzt	busy; occupied; occupies
Dinge	doings; things
sozialen	
Oper	opera
Monat	month; month
Holstein	
verbessern	to ameliorate; to better; to correct; to emend; to hone; to improve; to meliorate; to mend; to rectify; to reform; to update
Glauben	to belief; to estimate; to think {thought, thought} (of); beliefs
Filmen	to be filming; to film; to make a film; to shoot
Landschaft	countryside; landscape; territory
zeitweise	at times; from time to time; occasionally
Abs	
Wiesbaden	
verurteilt	condemned; condemnes; condemns; damnes; dooms
offen	apertured; candid; candidly; exposed; forthright; frank; frankly; free spoken; ingenuous; open; open-ended; opened; openly; overt; overtly; unclenched; unconcealed; unharbored; unhidden
automatisch	automatic; automatical; automatically; automaticly; machinable; machine-aided; self-acting
persönlichen	
Fußballspieler	football player; football players; footballer; footballers; kicker; kickers
schwarze	
Nationalsozialismus	National Socialism
Handel	bargain; commerce; deal; mongering; trade; trafficking
Laufbahn	career
Beziehung	relation; relational; relationship; respect
definiert	defined; defines
russische	
entschied	clinched; decided
Französisch	French
Farbe	color [Am.]; colour [Br.]; paint; tint
Mexiko	Mexico (mx)
do	
nötig	necessary; needful
Company	
ggf	
Mitarbeit	
Fuß	foot
sowjetischen	
begründet	causes; substantiates
Universitäten	universities; varsities
Abgeordneter	
Netz	mains; net; network
höheren	
schweren	
einschließlich	conclusively; include; includes; including; inclusive; inclusively
Wunsch	wish
umgeben	surrounded; to enclose; to encompass; to environ; to surround
Bistum	
außen	external; hors; outdoor; outdoors; outside; outer
erklärte	declared; expounded; melded; professed
Simon	
verschoben	deferred; displaced
beziehungsweise	respective; respectively
Zugang	access; approach; ingress
infolge	as a result of; due to; owing to
Matthias	
Redirect	
Sender	broadcast station; emitter; transmitter; transmitters
gegründete	
Hockey	hockey
Methode	manner; method; system; technique
erhoben	arisen; arose; exalted; extoled; soared; upraised
Kongress	congress; congressional
muß	
Löschdiskussion	
right	
gemeinsame	conjointly
You	
Großteil	
erfolgen	to follow; to happen; to take place
Linien	lines
ermöglicht	enabled; enables
ältere	elders; older
Bedarf	demand; need; needs; want
wann	when
Physik	physics
weisen	
Bericht	account; bulletin; narrative; report
Bestandteil	component; ingredient
angeblich	alleged; allegedly; colorable; ostensible; ostensibly; pretended; reputed; supposed; supposedly
urkundlich	
chinesischen	
Lizenz	licence; [Am.] license
speziell	special
inhaltlich	
Würzburg	
Entfernung	ablation; dislodgement; distance; remoteness; removal; removing
Kiel	keel
Cambridge	
Gegenwart	presence
Horst	
Farben	colors [Am.]; colours [Br.]
schwedischen	
Auto	auto; automobile; car; motorcar
verkaufte	marketed; selled; sold; vended
ähnliche	
Küste	coast; seaboard; seacoast; shore; shoreline; waterside
Regionen	regions
Orden	fraternities; medal; medals
Bände	
soziale	
hieß	was called
offiziellen	
interessant	absorbing; interestedly; interesting
Debüt	debut
Grad	deg; degree; degrees; grade
seither	
Religion	religion
oberhalb	above; upside
Santa	
Bedingungen	conditions; environmental; term
Wahlen	elections
Schwerpunkt	centre of gravity
Eindruck	effect; impression
Verfassung	fettle
darstellen	to depict; to personate; to picture; to represent
benötigt	needed; needs
Entwurf	bill; concept; design; draft; outline; plan; plot; project; scheme
Association	
Klosters	
Tonnen	tons
drin	inside; within
as	ace
Israel	Israel (il)
eingetragen	
Metal	
ziehen	pulling; to drag; to haul; to pull; to tear {tore, torn}; to draw {drew, drawn}; traction
Eduard	
Volk	folks; nation; people
Kollegen	colleagues; fellows
Alben	
Erklärung	assertion; declaration; explanation; legend
Besetzung	allocation; cast; occupation; translation
verstarb	
Auftritt	
höhere	upper
promoviert	graduates
Inhalte	contents; tenors; volumes
Charakter	character
spielten	
langsam	adagio; laggard; slow; slowly; steady; tardily; tardy
Wikimedia	
Begriffe	concepts; items; notions
Mathematik	mathematics
Kontrolle	check; checking; checkup; control
immerhin	after all
bieten	bid; bidden; to offer; to provide; to bid {bade, bid}; bid
grenzt	abuts; verges
endgültig	conclusive; definitely; definitive; definitively; final; finally; for good; once and for all; ultimate
Arts	
fuhr	carted; drove
erstmal	
Foto	picture
Initiative	initiative
ausgeführt	accomplished; achieved; executed; performed
verweis	animadversion; reference; reprimand; reproof
Gegend	clime; country; quarter; region
Neubau	new building
vergeben	to place with; to forgive {forgave, forgiven}
vorbei	over
Funktionen	functions
Besitzer	holders; occupier; owner; owners; possessor; possessors; proprietor
baute	constructed
Plan	concept; idea; plan
könne	
private	
France	
sämtliche	all
High	
wirken	to act; to operate; to take effect
tut	does
Reaktion	reaction; response
Qualifikation	qualification
verschieben	to displace; to postpone; to relocate; to switch; relocating
Verkehr	commerce; communication; intercourse; traffic
Königin	queen
begannen	
Gemeinschaft	community
damalige	
Red	
darstellt	
Kölner	
Instituts	
Stadion	stadium
praktisch	applicatory; convenient; hands-on; practical; practically; virtually
Historiker	historian
Waffen	arms; weaponries; weapons
Maßnahmen	measures; sanctions
wichtigen	
beendet	cancels; concludes; determines; ended; ends; finalizes; finished; finishes; past; termed; terminated; terminates; unquoted; unquotes
Veranstaltungen	
Verbindungen	associations; bonds; conjunctions; connections; connexions; incorporations; interconnections; joints; junctions
Aachen	
handeln	to act; to act in place of; to negotiate; to deal {dealt, dealt}
Black	
Lauf	barrel; course; current; run
verbrachte	spent
mündet	disembogues
Dänemark	Denmark (dk)
geb	
beteiligten	
Mecklenburg	
diverse	
Oliver	
Möglichkeiten	eventualities; potentialities
Bereichen	
verändert	diversifies; modified; mutates; varies
Anhalt	
Amtszeit	incumbency
Gebieten	
Eisenbahn	railroad; railroad [Am.]; railway; train
größer	bigger; greater; larger; taller
min	
King	
weiße	whiteness
Reiches	
Hinweise	clues; hints; tips
Unternehmens	
Charts	
ursprüngliche	primordially; pristinely
südöstlich	south eastern
Meyer	
korrekt	correct; correctly; decent
gern	fain
umfasste	comprised; enfolded
jährigen	
ehemals	erstwhile; formerly; once
Chef	boss; chief; head
südwestlich	south western; southwesterly; southwestern
Felix	
Hauses	
Bund	bunch; collar; flange; league; truss; waistband
zentralen	
zumeist	
Repräsentantenhaus	
Aktivitäten	activates; activities
Fassung	collectedness; mounting; socket
verpflichtet	beholden; commits; engaged; engages; liable; obligates; obliges
Dichter	denser; densier; poet; poets
gelegene	
lagen	sites; situations
keinerlei	not at all
Edits	
Bester	best
Show	
Organisationen	organizations
Stern	asterisk; diamond; star; astronomical
Gefahr	danger; endangerment; hazard; jeopardy; peril
Anspruch	assert a claim; claim; demand; pretension; pretensions
Spiegel	glass; looking-glass; mirror; mirrors; reflector
wichtiger	
bezüglich	referable; regarding
Aktion	action
einerseits	on the one hand
Gründer	floater; floaters; founder; founders
schuf	
Arthur	
nochmals	again; once more; over again
Behandlung	care; handling; therapy; treatment
youtube	
Entstehung	accruement; development; nascency
Produkte	products
Ruf	call; cry; fame; rep; whoop
wiederholt	iterated; iterates; re enacts; reiterates; repeated; repeatedly; repeats; repetitive
Eigenschaften	features; attributes; properties; qualities
Songs	
promovierte	graduated
übernehmen	to adopt; to take on; to take over; to undertake {undertook, undertaken}
Hafen	harbor; harbour; port
schied	separated
Gemälde	painting; paintings; picture
mfg	
Freiheit	freedom; liberty
mittlere	medial
letzter	final; last; ultimate
schließen	to clause; to close; to conclude (with); to shut {shut, shut}; closing
Angebot	bargain; bid; offer; tender
nannte	named; titled
Albrecht	
Tatsache	fact; virtuality
Zweifel	doubt; doubts; qualms
eröffnete	unclosed
auftreten	manner; to appear; to emerge; to occur; to occurre
persönliche	
Ufer	bank; shore; strand; waterside
Jena	
kleineren	
Lager	bed; camp; encampment; stock; store; storehouse; warehouse; encampments; storehouses
endet	ceases; ends
wirkt	
besonderen	
Handlung	action; activeness; plot
Belgien	belgium; Belgium (be)
Weibchen	bitch
eng	closely; narrow; poky; tight
alleine	alone; reclusively
Minister	minister
Wege	lanes; ways
Patienten	patients
nordwestlich	
privaten	
Errichtung	construction; edification; erection
Vorbild	example; paragon; pattern
nordöstlich	northeastern
Augsburg	
Gouverneur	
Generation	
erstellen	to appoint; to create
Projekte	
verstehe	
Infanterie	infantry
verboten	forbidden; interdicted; prohibited; tabooed
möglichen	
unterscheidet	discerns; discriminates; distinguishes
Karlsruhe	
Uwe	
Auszeichnung	accolade; distinction
erzählt	narrates; proses; recounts; talks; tells
Denkmal	memorial; monument
Design	
Graz	
Einrichtungen	constitutions; establishments; facilities
geeignet	applicative; applicatively; apt; convenient; decent; dedicated; eligible; eligibly; fit; practical; proper; properly; qualified; qualified for; suitable; suitably
entlassen	disbanded; dismissed; to boot out; to disband; to discharge; to dismiss; unburden
eigenständige	
Gründe	reasons
historisch	historic; historical; historically
Amsterdam	
Magazin	magazine
leitet	conducts; directs; flushes; governs; leads
Niedersachsen	
Jos	
italienische	
niederländischen	
eingebaut	attached; built in; implemented
Alternative	
untergebracht	
Windows	
Brasilien	Brazil (br)
welchen	whichsoever
Phase	phase
getötet	killed; slain
Erfahrungen	
befördert	promotes; upgrades
reden	to discourse; monologues; orations; sayings; speeches
poly	
höher	higher
My	
meistens	mostly
Studie	study
Wahlkreis	constituency; electoral district [Am.]; ward
handelte	acted; bargained; traded
zieht	pulls
Manfred	
Versuche	to try; trying; trials
verbindet	agglutinates; chains; concatenates; conglomerates; conjoins; connects; joins
treten	to kick
Service	
Karten	cards
Gestaltung	figuration; formation
stellvertretender	vicariously
zusätzliche	additive; additively
insofern	in so far; inasmuch; insofar
meines	
Sorry	
Architekt	architect
gestaltet	configures; molds
las	
Group	
erforderlich	demandable; needed; required; requires; requisitely
lautet	
Bauten	buildings; constructions
Verbesserung	amelioration; amendment; approvement; betterment; correction; emendation; improvement; melioration; rectification; reform; upgrade
evtl	
zählte	counted; totaled
Falle	latch; mantrap; pitfall; trap
reine	uncorrupted
Bauern	countrymen; peasants
eventuell	contingently; maybe; possible; possibly
abgerufen	
Orten	to locate
Frieden	peace
Smith	
welchem	
sofern	
bedeutende	
Hitler	
sprach	
schwere	gravity; heaviness; massiness
diskutieren	to discuss
Deutsches	
Münchner	
Demokratischen	
Publikum	audience; the public
Lübeck	
unbekannt	fameless; innominate; nonfamous; unacquainted; unacquaintedly; unavowed; unbeknown; unbeknownly; unidentified; unknown; unknowns
endlich	at last; at length; finally; finitely; ultimately; unlasting
bekommt	gets
gering	humble; small
womit	wherewith; with what
States	
hilft	aides; aids; assists; helps
Garten	garden
Einträge	entries
Beruf	career; job; occupation; profession; trade
Tabelle	chart; index; schedule; spreadsheet; table
Barbara	
Maschinen	engines; machinery; machines
Existenz	existence
interessiert	interested; is interested in
Antike	
deinen	
Academy	
Markus	
aktiven	
Künste	arts
Vielzahl	multitude; plurality
Magdeburg	
breiten	breadths; latitudes; latitudinal
Freunde	friends; friends
Edward	
evangelisch	evangelic; protestant
Fahrzeug	craft; vehicle; wheeler; automotive; vehicular
lernte	learned; learnt
Vorstand	managing-committee
Anlagen	constructions
Wechsel	alternation; bill of exchange; change; changes; variation
Management	
Abstand	displacement; desistance; displacement; distance; pitch; space; spacing
Brand	
bestehende	
benachbarten	
Party	party
offenen	
fertiggestellt	
angesichts	in the face of; in view of
funktioniert	operates
beschäftigte	busied; employed; employees
Adam	
bereit	inclinable; patly; preparedly; promptly; raring; readily; ready
Dritter	third
Mission	
Abend	evening; evening
Hugo	
hören	to listen; to hear {heard, heard}
verwendete	appropriated
ständig	incessantly; persistent
Geburtstag	birthday
Konflikt	conflict
Donau	
königlichen	
lokalen	
umgebaut	rebuilt
Staates	
Löschgrund	
hierfür	therefore
Methoden	methods; modes
wissenschaftlicher	
Anerkennung	acknowledgement; acknowledgment; allowance
Systems	
mögliche	eventual; potential
entgegen	contrary to; vice
Neustadt	
px	
be	
anerkannt	acknowledged
Bildern	
Life	
geborene	nee
raus	
Afrika	Africa
zumal	the more so as
Kriegsende	
Fälle	cases; causes; circumstances
Erweiterung	add-on; amplification; dilatation; dilation; enhancement; expander; expansion; extension; extention; interpolation; upgrading
erreichten	reached
städtischen	
vorhandenen	
christlichen	
mehrmals	several time; several times
irrelevant	irrelevant; irrelevantly
gewisse	
Flucht	anathematizes; elopement; escape; flight
Halbinsel	peninsula
Marburg	
vielmehr	
Einleitung	initiation; introduction; preamble; proem
unterschiedlich	differentially; differently; discriminative; variably
schlug	bashed; batted; dollied; flapped; flicked; knocked; pommeled; pummeled; punched; slapped; slatted; slugged; socked; struck; tolled; whacked; whipped
Studio	studio
Nutzer	
meint	opines; reckons; thinks
Wieso	
Marke	brand; label; make; mark; marker; sort; stamp; tag; trademark; type
Bühne	scene; stage
errichten	erect; establishes; to build; to pitch; to plant; to put up; to raise; deployment
sagte	said
Hause	
basiert	rests upon
Werte	values; worthes
Baustein	brick; building block; module
Moment	instant; moment; momentum
Kommentar	comment; commentary
Krankenhaus	hospital; infirmary
organisiert	organized; organizes
Kandidaten	aspirants; candidates
sächsischen	
ernannte	nominated; appointee
einfache	plainly; simplemindedly
Tiefe	profoundly; deepness; depth; lowness; profoundness; profundity
Klub	club
passt	fit; is suitable; match; suits
Niederlande	
besiedelt	settles
gesprochen	spoke; spoked; spoken; talked
militärischen	
Grab	grave; sepulcher; tomb
willst	
innere	inner; interior; inside
ermöglichen	to allow; to make possible; to submit
Rollen	to roll; to trundle; to welter; roles
schließt	closes; concludes; ein implies; ein includes; locks; shuts
geriet	
Gemeindegebiet	
Kombination	combination
Gewalt	force; violence
traten	
Eröffnung	at the opening; opening
Hg	
signierter	
Lake	
Galerie	balcony; gallery
Erfahrung	experience
diesmal	this time
Operation	operation; surgery
erlangte	achieved; acquired; obtained
gedacht	thought
Francisco	
Blüten	blooms; blossoms
Modelle	mockups; models
Weimar	
irgendwo	anyplace; anywhere; everywhere; some place; someplace; somewhere
Stub	
Beteiligung	advocation; attendance; interest (in); participation; share; stake
Arbeiter	jobber; jobbers; laborer; labourer; labourers; toiler; worker; workers; workman; workmen
erzeugt	creates; engenders; generated; generates; procreates; produced; produces
Ereignisse	events; happenings; occurrences
britischer	
staatliche	
kb	
Regensburg	
Einwohnerzahl	
Bands	
ad	
Portugal	Portugal (pt)
einst	
liegenden	
Festung	fortress
Besucher	caller; visitor; visitors
erhöht	elevated; elevates; exalts; heightens; increased; incremented
Research	
Dorfes	
Marcus	
jener	those; yonder
Kapitel	chapter
grün	green; verdant; green; verdure
Reste	carryovers; leavings; oddments; pickings; remainders; remains; remnants; residuals; residues; splits
Orchester	orchestra
Europameisterschaft	
scheiterte	failed; miscarried
Herrn	
vorkommen	to be found; to happen; incidence; incidences; occurances; occurence
Europas	
Springer	diver; jumper; stand-in; vaulter
Behörden	authorities
One	
Gottfried	
stammte	
Schritt	step; trod; footfall; footstep; pace; pas; step; stepping
Engagement	
spezielle	specials
Männchen	little man; manikin
Streit	breeze; confliction; contention; contestation; dispute; fight; moot; quarrel; wrangle
befanden	
fahren	navigate; to ride {rode, ridden}; to drive {drove, driven}
Umfang	circumference; complexity; comprehensiveness; extent; girt; length; perimeter; periphery
unserer	
voll	brimful; crowded; fraught; full; plenteous; plenteously; replete; repletely
Thüringen	Thuringia
Ägypten	egypt; Egypt (eg)
denken	to think {thought, thought}; reasoning
Fahrer	driver; drivers
eigentlichen	
desselben	
Ma	
Griechenland	greece; Greece (gr)
passiert	passes; transpires
Nachrichten	news; newscast
Prinz	prince
Sekunden	
Rio	
Schneider	sartorial; tailor; tailors
Beleg	evidence; voucher
zufolge	as a result of
zugänglich	accessable; accessible; accessibly; approachable
Details	details; minutiae
Norwegen	Norway (no)
Meisterschaften	bravuras; championships; masterships
verlinkt	
Priester	priest; priestliness; shaman; shamans
löste	tackled; undid; unfixed
Gottes	
üblichen	
bestanden	
langer	
täglich	daily; diurnal; everyday; quotidian
Redaktion	editorial office
Mannheim	
Halbfinale	semi final; semifinal
sucht	searches; seeks; addiction
Arrondissement	
versetzt	hocks; shiftily; shifts; transposes
laufen	to walk; to run {ran, run}
Ex	
maximal	maximal; maximum
behauptet	alleges; asserted; asserts; avers; purports
zweier	two-party
Football	
ergeben	acquiescent; addicted; to result in
heißen	to mean {meant, meant}
Wagner	
kleines	
kenne	
stärker	stronger
schaffte	created; scored
kurzer	
gelegt	lied; posed; putting
jährige	
beschlossen	decided
russisch	Russian
Weiterleitung	pipe
Sonne	sun
Leopold	
Zitat	cit; quotation
Journalist	journalist; newsman
Zuschauer	bystander; bystanders; onlooker; onlookers; spectator; spectators
Code	code; code
sichtbar	apparitional; unblanked; visible; visibly; visual; visually
talk	talc
falsche	phonily
richtige	
widmete	
Siegen	
Veränderungen	mutations; variances
abgelehnt	declined; deprecated; disliked; disowned; spurned
vierte	fourth
wirtschaftlichen	
versteht	kens; savvies; understands
Ehren	to dignify; to honour; to revere; to venerate; honors; honours
erheblich	considerable; relevant
goldenen	
Ukraine	Ukraine (ua)
Dörfer	cottages; villages
festgelegt	determined; fixed; set
Aufmerksamkeit	attention; heedfulness; mindfulness; regard
Jurist	judge; jurisprudent; lawyer
verstärkt	boosted; boosts; intensified; intensifies; re enforces; reinforces
Kamera	camera
Dietrich	picklock
Oberliga	
fortan	from now on; henceforth
verhaftet	arrested; arrests
fünften	
Mail	
generell	
geweiht	antlered
Publikationen	publications
diversen	diverse
wenigstens	at least; leastwise
demnach	
Günter	
bauen	to build; to put up
Wissenschaftler	scientist; scientists
Mühle	mill
bewusst	aware; conscious; consciously; deliberate; sensible
unterstützen	to abet; to back; to espouse; to facilitate; to maintain; to provide; to relieve; to second; to stand by; to support
Kunden	clienteles; clients; custom; customers; lores
